t,phase,ax,ay,az,gx,gy,gz
0.015,REST,0,0,0,0,0,0
0.030,REST,0,0,0,0,0,0
0.051,REST,0,0,0,0,0,0
0.071,REST,0,0,0,0,0,0
0.079,REST,993,-24,-239,-7,-1,2
0.095,REST,3965,-125,-970,-11,-4,3
0.117,REST,3957,-144,-980,3,4,-1
0.125,REST,3944,-153,-962,4,5,-4
0.141,REST,3948,-183,-953,20,2,-5
0.159,REST,3946,-217,-963,23,1,-1
0.174,REST,3935,-187,-990,25,-5,2
0.189,REST,3942,-150,-1013,14,0,-1
0.206,REST,3928,-119,-1011,6,-6,-1
0.220,REST,3951,-146,-970,-7,-4,-2
0.236,REST,3953,-190,-933,2,-4,-1
0.252,REST,3966,-209,-930,21,-2,2
0.266,REST,3969,-197,-932,32,3,-4
0.282,REST,3961,-152,-972,25,4,-11
0.297,REST,3938,-118,-993,12,0,-10
0.312,REST,3939,-117,-988,11,-2,-4
0.327,REST,3929,-116,-976,2,-8,6
0.335,REST,3948,-106,-986,-8,-4,16
0.357,REST,3959,-111,-992,-22,0,14
0.363,REST,3932,-109,-969,-34,-3,2
0.376,REST,3933,-59,-966,-28,-3,2
0.397,REST,3934,-54,-978,-42,1,10
0.412,REST,3970,-138,-962,-50,2,3
0.424,REST,3975,-196,-954,-36,5,-5
0.444,REST,3941,-206,-955,-18,12,-4
0.455,REST,3926,-167,-967,-6,14,-1
0.476,REST,3951,-94,-984,-20,12,4
0.492,REST,3940,-133,-971,-43,11,7
0.505,REST,3951,-243,-916,-39,-2,-2
0.520,REST,3970,-270,-916,12,0,-17
0.537,REST,3980,-215,-947,29,9,-20
0.551,REST,3958,-179,-954,19,6,-12
0.567,REST,3942,-226,-946,17,2,-28
0.582,REST,3945,-190,-942,50,-2,-26
0.582,REST,3964,-151,-955,45,4,-26
0.601,REST,3960,-130,-956,14,6,-23
0.613,REST,3937,-134,-937,21,1,-22
0.629,REST,3956,-110,-935,19,4,-22
0.657,REST,3949,-92,-955,5,4,-25
0.671,REST,3950,-88,-949,-10,1,-23
0.679,REST,3946,-75,-958,-10,5,-18
0.693,REST,3940,-70,-985,-17,3,-13
0.710,REST,3939,-122,-984,-28,4,-7
0.726,REST,3945,-173,-981,-27,4,-10
0.744,REST,3947,-195,-964,-18,2,-13
0.762,REST,3943,-185,-952,7,2,-19
0.771,REST,3950,-147,-946,25,3,-20
0.787,REST,3977,-128,-945,24,9,-24
0.807,REST,3971,-152,-936,10,12,-29
0.818,REST,3942,-159,-931,28,9,-27
0.837,REST,3941,-147,-935,41,2,-20
0.852,REST,3944,-146,-927,40,0,-8
0.867,REST,3943,-101,-911,44,-6,-1
0.881,REST,3964,-39,-914,38,-1,-8
0.897,REST,3971,-29,-947,6,-4,-17
0.912,REST,3961,-33,-936,-30,4,-14
0.919,REST,3923,-83,-913,-18,-2,-12
0.936,REST,3954,-132,-937,2,-1,-2
0.950,REST,3938,-140,-953,-1,-3,5
0.972,REST,3948,-125,-970,-3,-7,-5
0.978,REST,3941,-83,-975,-10,-2,1
0.993,REST,3955,-95,-963,-20,-1,7
1.010,REST,3971,-110,-934,-27,-1,8
1.023,REST,3974,-164,-924,-29,3,7
1.039,REST,3944,-157,-926,2,1,13
1.055,REST,3943,-104,-967,14,1,17
1.077,REST,3933,-34,-978,5,-9,24
1.089,REST,3940,-19,-966,-25,-2,26
1.107,REST,3934,-77,-923,-50,-5,28
1.122,REST,3956,-125,-923,-54,3,26
1.136,REST,3962,-142,-916,-54,-3,24
1.166,REST,3946,-164,-938,-55,-9,13
1.168,REST,3967,-200,-938,-62,-5,5
1.182,REST,3979,-214,-937,-50,-1,1
1.198,REST,3982,-237,-923,-27,0,-11
1.201,REST,3944,-229,-939,10,2,-8
1.213,REST,3943,-192,-964,26,1,-4
1.230,REST,3931,-150,-950,38,-2,-10
1.251,REST,3969,-183,-976,28,7,-41
1.272,REST,3941,-226,-921,24,-2,-44
1.286,REST,3944,-124,-897,28,-11,-1
1.301,REST,3962,35,-902,37,-11,13
1.316,REST,3947,46,-982,-7,3,-1
1.332,REST,3950,-103,-955,-75,-3,-1
1.348,REST,3982,-203,-879,-51,-4,-1
1.361,REST,3953,-229,-882,16,-12,-2
1.373,REST,3950,-191,-931,41,-9,8
1.388,REST,3937,-132,-948,26,-11,9
1.405,REST,3953,-82,-945,1,-9,-3
1.418,REST,3965,-61,-944,-3,-4,-1
1.437,REST,3975,-105,-941,-11,-3,0
1.452,REST,3956,-177,-951,-26,-8,1
1.465,REST,3944,-242,-911,0,-8,-13
1.481,REST,3949,-172,-909,42,-6,-5
1.497,REST,3947,-99,-948,34,-2,-1
1.512,REST,3941,-97,-974,-10,-3,-1
1.512,REST,3941,-114,-965,-20,-9,1
1.541,REST,3954,-115,-961,-1,-7,-7
1.554,REST,3964,-118,-948,8,-7,-11
1.571,REST,3970,-90,-932,-6,-4,-3
1.587,REST,3938,-127,-928,-5,-5,5
1.591,REST,3943,-164,-937,16,-4,0
1.607,REST,3959,-137,-945,19,-2,-2
1.629,REST,3948,-79,-950,3,-2,5
1.640,REST,3946,-98,-949,-13,1,5
1.655,REST,3955,-117,-942,-5,-2,12
1.670,REST,3960,-149,-945,-8,-4,17
1.701,REST,3940,-160,-955,-17,-7,24
1.701,REST,3934,-104,-997,-28,-9,25
1.717,REST,3943,-94,-990,-63,-3,18
1.734,REST,3941,-133,-936,-61,-5,12
1.751,REST,3970,-170,-912,-30,-7,14
1.766,REST,4003,-195,-923,-2,7,5
1.780,REST,3952,-173,-919,11,10,10
1.813,REST,3929,-153,-966,-2,9,19
1.813,REST,3927,-150,-979,-24,-1,17
1.827,REST,3952,-170,-979,-32,-5,11
1.842,REST,3982,-180,-922,-18,-5,2
1.854,REST,3982,-146,-884,18,3,-5
1.872,REST,3960,-143,-929,25,7,-9
1.884,REST,3940,-197,-928,6,2,-16
1.900,REST,3944,-211,-934,2,8,-15
1.907,REST,3951,-234,-927,-1,6,-13
1.923,REST,3952,-181,-927,12,-1,-15
1.945,REST,3964,-127,-946,28,1,-25
1.954,REST,3955,-137,-927,30,1,-36
1.975,REST,3951,-150,-906,41,-2,-38
1.986,REST,3964,-129,-897,43,-1,-29
2.007,REST,3972,-121,-902,19,-2,-18
2.019,REST,3954,-125,-915,11,1,-14
2.033,REST,3941,-90,-929,18,-2,-10
2.052,REST,3927,-55,-915,17,-11,-6
2.067,REST,3957,-83,-909,2,-6,-3
2.081,REST,3963,-175,-912,-4,-8,-4
2.097,REST,3947,-192,-915,6,-11,8
2.097,REST,3968,-168,-932,1,-9,7
2.116,REST,3957,-113,-909,4,-8,3
2.128,REST,3967,-62,-927,-11,-8,-1
2.156,REST,3951,-72,-922,-39,-5,-3
2.169,REST,3958,-168,-940,-33,-7,-11
2.176,REST,3963,-237,-933,-27,-5,-11
2.191,REST,3951,-240,-934,6,-4,-8
2.207,REST,3951,-217,-939,29,-8,-6
2.232,REST,3961,-181,-954,39,-11,-9
2.241,REST,3958,-150,-952,44,-8,-13
2.273,REST,3959,-70,-932,25,-7,-9
2.273,REST,3949,-57,-937,7,-6,-10
2.286,REST,3953,-101,-924,-11,-3,-6
2.305,REST,3951,-159,-887,-2,-9,0
2.322,REST,3955,-184,-890,21,-11,-2
2.334,REST,3964,-130,-928,36,-11,-2
2.366,REST,3964,-120,-958,14,-2,-4
2.366,REST,3954,-142,-946,-10,-2,1
2.381,REST,3934,-174,-927,8,-10,8
2.397,REST,3958,-174,-933,29,-11,5
2.405,REST,3950,-164,-929,30,-17,1
2.413,REST,3970,-129,-929,17,-13,0
2.439,REST,3965,-125,-937,-1,-6,2
2.453,REST,3948,-135,-925,-15,-3,6
2.460,REST,3956,-146,-920,-13,-9,5
2.486,REST,3963,-156,-945,-8,-7,-4
2.492,REST,3948,-189,-941,-9,-6,-14
2.516,REST,3952,-238,-913,13,-6,-17
2.531,REST,3966,-243,-907,46,-7,-15
2.546,REST,3961,-186,-944,56,-6,-12
2.562,REST,3956,-147,-953,29,-8,-9
2.573,REST,3940,-130,-954,24,-10,-11
2.587,REST,3943,-127,-952,23,-12,-13
2.604,REST,3959,-101,-914,20,-11,-13
2.621,REST,3968,-137,-901,4,-8,-14
2.638,REST,3933,-158,-905,4,-19,-4
2.652,REST,3954,-145,-934,19,-13,-3
2.666,REST,3958,-86,-946,13,-14,-6
2.681,REST,3951,-62,-951,4,-12,-7
2.697,REST,3957,-65,-941,-14,-6,3
2.710,REST,3962,-135,-944,-23,-13,2
2.726,REST,3951,-166,-961,-3,-14,-2
2.728,REST,3942,-178,-979,5,-9,3
2.756,REST,3941,-148,-970,6,-6,4
2.760,REST,3953,-139,-971,0,-3,0
2.784,REST,3950,-176,-951,-11,-3,-5
2.793,REST,3970,-197,-942,0,-8,-9
2.814,REST,3968,-167,-944,9,2,-18
2.824,REST,3936,-143,-934,21,-3,-20
2.846,REST,3962,-143,-915,34,-1,-24
2.854,REST,3958,-142,-920,36,2,-23
2.870,REST,3945,-140,-925,20,-7,-12
2.886,REST,3953,-130,-918,11,-8,-7
2.906,REST,3949,-109,-931,19,-12,-8
2.917,REST,3957,-84,-933,8,-3,-5
2.933,REST,3954,-87,-927,-5,2,-5
2.951,REST,3947,-118,-912,-4,-3,-4
2.982,REST,3945,-140,-912,7,-12,6
2.982,REST,3973,-127,-937,12,-12,4
2.996,REST,3963,-131,-951,-5,-3,0
3.012,REST,3958,-106,-969,-27,1,5
3.012,REST,3944,-82,-969,-33,2,5
3.038,REST,3937,-144,-979,-18,-3,-2
3.056,REST,3949,-168,-949,-15,1,4
3.071,REST,3974,-144,-933,-14,7,5
3.086,REST,3968,-125,-936,-13,5,3
3.102,REST,3947,-117,-957,-15,4,4
3.117,REST,3948,-149,-995,-31,5,5
3.125,REST,3927,-192,-971,-42,4,7
3.140,REST,3943,-195,-941,-16,3,7
3.162,REST,3961,-171,-920,5,0,2
3.174,REST,3974,-148,-927,4,5,0
3.186,REST,3957,-147,-908,-13,4,2
3.207,REST,3948,-133,-909,-13,0,3
3.222,REST,3945,-161,-920,-13,0,2
3.237,REST,3974,-219,-903,-5,1,0
3.251,REST,3991,-248,-877,18,0,-4
3.267,REST,3978,-247,-886,40,5,-13
3.282,REST,3950,-199,-914,39,2,-17
3.297,REST,3957,-164,-939,11,-1,-18
3.312,REST,3963,-173,-940,14,-6,-19
3.327,REST,3957,-214,-936,32,-1,-19
3.338,REST,3955,-202,-906,55,2,-23
3.356,REST,3991,-122,-885,58,10,-29
3.371,REST,4008,-75,-889,28,21,-59
3.387,REST,3978,-72,-909,-51,55,-97
3.402,REST,4015,-170,-879,-94,78,-107
3.406,REST,3984,-255,-907,-60,68,-97
3.422,REST,3956,-299,-966,-41,40,-83
3.447,REST,3932,-374,-990,0,20,-75
3.455,REST,3993,-308,-1006,16,28,-75
3.491,REST,4019,-160,-968,2,55,-89
3.493,REST,4040,-49,-878,-33,96,-120
3.503,REST,3979,-17,-776,-99,156,-144
3.519,REST,4033,61,-695,-119,194,-174
3.535,REST,4072,75,-736,-185,281,-193
3.551,REST,4047,79,-716,-246,345,-219
3.567,REST,4009,-33,-717,-304,377,-215
3.580,REST,3946,-126,-778,-256,381,-207
3.596,REST,3940,-42,-735,-250,416,-170
3.611,REST,3933,63,-907,-348,414,-144
3.626,REST,3962,-237,-956,-533,464,-122
3.642,REST,3855,-594,-742,-624,489,-75
3.655,REST,3728,-525,-604,-393,329,-1
3.659,REST,3698,-365,-1041,-216,301,63
3.676,REST,3844,52,-1092,-194,349,59
3.702,REST,3861,229,-960,-323,352,61
3.705,REST,3959,258,-607,-663,398,65
3.723,REST,4235,294,-219,-830,442,92
3.737,REST,4422,225,-212,-905,612,86
3.755,REST,4230,108,7,-850,601,72
3.768,REST,4170,173,-116,-533,410,36
3.784,REST,4120,411,-504,-205,212,-12
3.802,REST,4040,822,-717,73,2,-42
3.819,REST,4105,886,-657,175,-160,-131
3.837,REST,4079,586,-416,424,-298,-163
3.848,REST,3977,447,-329,656,-397,-117
3.864,REST,3859,497,-521,722,-508,-9
3.880,REST,3704,590,-848,665,-674,70
3.894,REST,3726,954,-1215,437,-824,83
3.910,REST,3749,1208,-1308,-9,-915,73
3.926,REST,3940,827,-1020,-540,-1031,44
3.942,REST,3849,242,-738,-923,-975,137
3.956,REST,4003,1,-568,-1266,-756,278
3.971,REST,4208,-366,156,-1240,-510,290
3.975,REST,4252,-1048,440,-793,-320,247
3.990,REST,4063,-1621,200,-272,-93,264
4.010,REST,4074,-1250,-51,223,-41,263
4.021,REST,4343,20,-440,619,3,105
4.037,REST,4242,730,-879,495,11,8
4.056,REST,3903,871,-1217,120,-56,114
4.068,REST,3812,414,-1359,-234,-53,263
4.084,REST,3843,-412,-1325,-387,-145,293
4.100,REST,3917,-1070,-1228,-260,-182,209
4.116,REST,4061,-1041,-1015,8,-203,112
4.132,REST,4091,-429,-913,264,-169,24
4.150,REST,4022,-101,-976,304,-131,-5
4.164,REST,3886,-47,-993,241,-98,-4
4.181,REST,3903,-105,-965,214,-60,7
4.197,REST,3918,-317,-902,252,-61,10
4.212,REST,3934,-585,-947,304,-55,19
4.227,REST,3946,-557,-1002,393,-63,15
4.227,REST,3969,-291,-1038,402,-44,-12
4.257,REST,3915,-40,-1101,323,-48,-24
4.258,REST,3922,4,-1188,184,-54,-20
4.277,REST,3940,-131,-1209,117,-83,-23
4.290,REST,3991,-311,-1137,157,-90,-37
4.307,REST,3960,-498,-1047,220,-89,-48
4.321,REST,3871,-577,-966,307,-79,-54
4.345,REST,3901,-375,-945,360,-47,-68
4.359,REST,3898,-152,-1015,350,-46,-87
4.375,REST,3919,-73,-1095,279,-62,-89
4.386,REST,3926,-58,-1077,290,-63,-71
4.418,REST,3951,-18,-1098,323,-90,-36
4.418,REST,3968,34,-1039,305,-85,-6
4.436,REST,3982,65,-993,235,-71,0
4.449,REST,3959,15,-946,141,-68,-12
4.463,REST,3982,7,-935,104,-54,-13
4.482,REST,3920,19,-914,71,-69,2
4.496,REST,3889,68,-969,74,-52,11
4.512,REST,3891,139,-953,30,-29,20
4.526,REST,3908,157,-962,-37,-12,20
4.542,REST,3894,-27,-965,-69,-12,19
4.557,REST,3921,-248,-981,-24,-5,4
4.570,REST,4001,-391,-938,51,18,-3
4.578,REST,4034,-371,-914,113,33,6
4.599,REST,3990,-152,-1013,149,15,5
4.605,REST,3897,69,-1079,142,10,-18
4.632,REST,3845,69,-1120,106,6,-21
4.647,REST,3881,-26,-1090,66,1,2
4.661,REST,3977,-123,-1026,32,17,18
4.671,REST,3992,-289,-968,7,8,17
4.684,REST,3959,-418,-914,62,7,9
4.702,REST,3911,-378,-938,128,4,6
4.719,REST,3920,-184,-1018,182,29,-6
4.733,REST,3956,-45,-1053,129,33,-13
4.751,REST,4012,-36,-1054,59,27,-26
4.767,REST,3986,-157,-1019,12,28,-33
4.781,REST,3918,-244,-997,50,22,-25
4.797,REST,3936,-250,-984,58,24,-11
4.812,REST,3943,-256,-947,48,26,-18
4.826,REST,3910,-272,-926,53,16,-22
4.842,REST,3934,-225,-940,92,16,-25
4.845,REST,3962,-109,-968,99,11,-22
4.859,REST,3940,-29,-993,49,9,-22
4.876,REST,3934,-47,-1004,-25,8,-18
4.890,REST,3930,-161,-975,-39,11,-20
4.906,REST,3925,-211,-930,-5,3,-18
4.924,REST,3941,-162,-942,16,3,-7
4.937,REST,3968,-117,-954,2,12,-6
4.959,REST,3977,-114,-942,-34,15,-10
4.972,REST,3961,-122,-957,-41,6,-13
4.987,REST,3930,-130,-989,-40,11,-13
5.007,REST,3923,-98,-1003,-36,5,-6
5.021,REST,3906,-124,-998,-54,1,1
5.036,REST,3945,-147,-969,-90,2,6
5.052,REST,3971,-151,-943,-97,15,3
5.063,REST,3963,-170,-937,-98,20,-3
5.079,REST,3918,-180,-957,-70,11,0
5.096,REST,3910,-185,-988,-62,17,1
5.112,REST,3976,-212,-1014,-43,14,-7
5.127,REST,4012,-222,-957,-16,31,-18
5.139,REST,3954,-199,-934,23,16,-18
5.148,REST,3962,-189,-962,21,16,-21
5.159,REST,3962,-178,-970,28,20,-21
5.185,REST,3963,-118,-969,32,18,-21
5.190,REST,3923,-107,-950,18,18,-22
5.217,REST,3931,-98,-939,-1,5,-15
5.232,REST,3953,-122,-949,-11,4,-14
5.244,REST,3975,-151,-942,-9,8,-15
5.261,REST,3966,-170,-928,-9,10,-12
5.276,REST,3953,-167,-940,7,13,-14
5.292,REST,3932,-153,-962,26,13,-18
5.307,REST,3932,-133,-978,27,15,-21
5.322,REST,3931,-147,-970,24,12,-20
5.330,REST,3949,-120,-954,34,6,-14
5.347,REST,3957,-99,-933,24,4,-9
5.365,REST,3973,-65,-929,-8,4,-6
5.378,REST,3944,-89,-947,-28,7,-2
5.396,REST,3927,-120,-965,-18,-1,-3
5.412,REST,3921,-139,-942,-23,-9,3
5.429,REST,3955,-116,-932,-16,-10,6
5.440,REST,3986,-120,-930,-27,-8,4
5.457,REST,3977,-143,-923,-18,3,-1
5.472,REST,3953,-144,-927,-3,8,-3
5.487,REST,3926,-131,-924,9,7,-1
5.502,REST,3922,-134,-948,4,4,2
5.515,REST,3971,-131,-940,6,3,3
5.532,REST,3983,-111,-922,-4,4,2
5.547,REST,3964,-104,-927,-12,7,-1
5.562,REST,3953,-121,-934,-20,4,-1
5.577,REST,3959,-160,-912,-12,1,1
5.588,REST,3950,-180,-911,16,-9,2
5.598,REST,3944,-156,-934,47,-14,2
5.613,REST,3938,-148,-949,37,-10,1
5.634,REST,3947,-116,-947,32,-11,3
5.651,REST,3966,-115,-935,18,-1,4
5.660,REST,3964,-127,-926,0,-7,4
5.682,REST,3942,-166,-953,-6,-3,6
5.691,REST,3941,-153,-959,10,1,5
5.707,REST,3937,-153,-964,5,1,7
5.724,REST,3935,-180,-937,-3,-8,8
5.738,REST,3960,-205,-925,2,-7,9
5.757,REST,3976,-177,-917,27,-7,4
5.771,REST,3976,-143,-917,28,1,1
5.786,REST,3953,-115,-921,12,-7,2
5.801,REST,3937,-123,-943,-5,0,2
5.817,REST,3944,-152,-948,-19,0,2
5.818,REST,3942,-211,-933,-8,-7,1
5.848,REST,3959,-211,-924,13,-3,3
5.860,REST,3950,-160,-936,28,-12,3
5.864,REST,3965,-110,-959,11,-11,4
5.881,REST,3954,-111,-939,-13,-13,2
5.896,REST,3949,-169,-937,-12,-17,0
5.914,REST,3952,-199,-928,-18,-13,4
5.933,REST,3939,-174,-936,-4,-26,4
5.952,REST,3974,-156,-961,-9,-18,5
5.960,REST,3963,-194,-963,-16,-16,0
5.975,REST,3949,-234,-947,7,-16,-4
5.991,REST,3939,-198,-918,30,-9,-2
6.006,REST,3921,-138,-928,32,-22,2
6.023,REST,3956,-98,-949,4,-25,1
6.039,REST,3967,-120,-955,-35,-16,6
6.054,REST,3978,-169,-965,-43,-11,9
6.071,REST,3938,-203,-927,-38,-16,6
6.086,REST,3938,-184,-935,-11,-17,6
6.102,REST,3954,-176,-959,-9,-15,1
6.117,REST,3959,-178,-948,-25,-4,1
6.129,REST,3953,-197,-940,-20,-5,0
6.134,REST,3956,-212,-955,-9,-6,-2
6.160,REST,3944,-202,-951,19,-16,-1
6.164,REST,3959,-157,-969,33,-14,-4
6.182,REST,3958,-142,-974,3,-6,-7
6.197,REST,3942,-153,-955,-11,-10,-8
6.211,REST,3942,-169,-957,-17,-8,-4
6.227,REST,3956,-187,-935,-19,-8,-5
6.252,REST,3959,-192,-929,-2,-12,-9
6.264,REST,3950,-177,-950,14,-4,-11
6.282,REST,3944,-142,-946,27,-7,-11
6.297,REST,3961,-120,-941,13,-3,-7
6.312,REST,3964,-126,-932,-6,3,-3
6.327,REST,3955,-137,-935,-17,12,-6
6.338,REST,3958,-166,-940,-17,20,-10
6.357,REST,3969,-188,-942,-28,22,-7
6.369,REST,3947,-190,-945,-13,7,-4
6.385,REST,3953,-151,-943,3,8,-5
6.402,REST,3939,-124,-949,2,6,-8
6.416,REST,3940,-112,-951,-18,7,-9
6.432,REST,3944,-129,-960,-18,5,-8
6.432,REST,3937,-148,-964,-26,0,1
6.461,REST,3950,-162,-996,-19,-10,4
6.464,REST,3945,-181,-992,-28,-9,0
6.492,REST,3939,-191,-975,-24,-6,-6
6.497,REST,3975,-201,-952,-9,9,-15
6.513,REST,3993,-196,-932,6,12,-17
6.526,REST,3965,-215,-954,21,19,-19
6.545,REST,3933,-218,-962,27,17,-18
6.567,REST,3909,-186,-968,38,9,-14
